es_ID,paper_ID,cohort_ID,species_ID,species_common,species_latin,taxa,sex,n,k,est,R,fixed_yn,fixed_var,method,annual_event,location,country,long,lat,tag_period,notes,data_location,data_presentation,title,pub_year,authors,journal,DOI,Papers for Data Extraction::fulltext_ID
es132,p017,c026,s046,Thick-billed murre,Uria lomvia,Seabird,B,7,1.4,ICC,0.01,N,NA,GLS,Depart_breed,7 seabird colonies ranging 74 to 47 N,North America,-82.97,62.54,Breeding,,"Table 2, p. 7",text,Individual winter movement strategies in two species of murre (Uria spp.) in the Northwest Atlantic,2014,"McFarlane Tranquilla, L. A. and Montevecchi, W. A. and Fifield, D. A. and Hedd, A. and Gaston, A. J. and Robertson, G. J. and Phillips, R. A.",PLoS ONE,10.1371/journal.pone.0090583,ft081
es133,p017,c024,s046,Thick-billed murre,Uria lomvia,Seabird,B,3,2,ICC,0.01,N,NA,GLS,Depart_breed,7 seabird colonies ranging 74 to 47 N,North America,-82.97,62.54,Breeding,,"Table 2, p. 7",text,Individual winter movement strategies in two species of murre (Uria spp.) in the Northwest Atlantic,2014,"McFarlane Tranquilla, L. A. and Montevecchi, W. A. and Fifield, D. A. and Hedd, A. and Gaston, A. J. and Robertson, G. J. and Phillips, R. A.",PLoS ONE,10.1371/journal.pone.0090583,ft081
es134,p017,c026,s046,Thick-billed murre,Uria lomvia,Seabird,B,7,2,ICC,0.04,N,NA,GLS,Arrival_breed,7 seabird colonies ranging 74 to 47 N,North America,-82.97,62.54,Breeding,,"Table 2, p. 7",text,Individual winter movement strategies in two species of murre (Uria spp.) in the Northwest Atlantic,2014,"McFarlane Tranquilla, L. A. and Montevecchi, W. A. and Fifield, D. A. and Hedd, A. and Gaston, A. J. and Robertson, G. J. and Phillips, R. A.",PLoS ONE,10.1371/journal.pone.0090583,ft081
es135,p017,c025,s046,Thick-billed murre,Uria lomvia,Seabird,B,8,1.5,ICC,0.18,N,NA,GLS,Arrival_breed,7 seabird colonies ranging 74 to 47 N,North America,-82.97,62.54,Breeding,,"Table 2, p. 7",text,Individual winter movement strategies in two species of murre (Uria spp.) in the Northwest Atlantic,2014,"McFarlane Tranquilla, L. A. and Montevecchi, W. A. and Fifield, D. A. and Hedd, A. and Gaston, A. J. and Robertson, G. J. and Phillips, R. A.",PLoS ONE,10.1371/journal.pone.0090583,ft081
es136,p043,c068,s027,Whimbrel,Numenius phaeopus,Waterbird,B,12,2.6,ICC,0.23,N,NA,GLS,Arrival_breed,Iceland,Europe,-20.2,63.8,Breeding,,"Table 2, p. 5",text,Why Are Whimbrels Not Advancing Their Arrival Dates Into Iceland? Exploring Seasonal and Sex-Specific Variation in Consistency of Individual Timing During the Annual Cycle,2019,"Carneiro, C. and Gunnarsson, T. G. and Alves, J. A.",Frontiers in Ecology and Evolution,10.3389/fevo.2019.00248,ft149
es137,p043,c068,s027,Whimbrel,Numenius phaeopus,Waterbird,B,16,2.9,ICC,0.26,N,NA,GLS,Nonbreed_arrival,Iceland,Europe,-20.2,63.8,Breeding,,"Table 2, p. 5",text,Why Are Whimbrels Not Advancing Their Arrival Dates Into Iceland? Exploring Seasonal and Sex-Specific Variation in Consistency of Individual Timing During the Annual Cycle,2019,"Carneiro, C. and Gunnarsson, T. G. and Alves, J. A.",Frontiers in Ecology and Evolution,10.3389/fevo.2019.00248,ft149
es138,p043,c068,s027,Whimbrel,Numenius phaeopus,Waterbird,B,16,2.9,ICC,0.28,N,NA,GLS,Depart_breed,Iceland,Europe,-20.2,63.8,Breeding,,"Table 2, p. 5",text,Why Are Whimbrels Not Advancing Their Arrival Dates Into Iceland? Exploring Seasonal and Sex-Specific Variation in Consistency of Individual Timing During the Annual Cycle,2019,"Carneiro, C. and Gunnarsson, T. G. and Alves, J. A.",Frontiers in Ecology and Evolution,10.3389/fevo.2019.00248,ft149
es139,p043,c068,s027,Whimbrel,Numenius phaeopus,Waterbird,B,12,2.6,ICC,0.76,N,NA,GLS,Nonbreed_depart,Iceland,Europe,-20.2,63.8,Breeding,,"Table 2, p. 5",text,Why Are Whimbrels Not Advancing Their Arrival Dates Into Iceland? Exploring Seasonal and Sex-Specific Variation in Consistency of Individual Timing During the Annual Cycle,2019,"Carneiro, C. and Gunnarsson, T. G. and Alves, J. A.",Frontiers in Ecology and Evolution,10.3389/fevo.2019.00248,ft149
es140,p044,c069,s010,White stork,Ciconia ciconia,Waterbird,B,35,2.6,ICC,0.49,N,NA,Satellite,Arrival_breed,Saxony- Anhalt,Germany,11.5,51.9,Breeding,,"p. 1631, text, results",text,"Early arrival at breeding grounds: Causes, costs and a trade-off with overwintering latitude",2018,"Rotics, S. and Kaatz, M. and Turjeman, S. and Zurell, D. and Wikelski, M. and Sapir, N. and Eggers, U. and Fiedler, W. and Jeltsch, F. and Nathan, R.",Journal of Animal Ecology,10.1111/1365-2656.12898,ft164
es141,p044,c069,s010,White stork,Ciconia ciconia,Waterbird,B,35,2.6,ICC,0.51,N,NA,Satellite,Nonbreed_depart,Saxony- Anhalt,Germany,11.5,51.9,Breeding,,"p. 1631, text, results",text,"Early arrival at breeding grounds: Causes, costs and a trade-off with overwintering latitude",2018,"Rotics, S. and Kaatz, M. and Turjeman, S. and Zurell, D. and Wikelski, M. and Sapir, N. and Eggers, U. and Fiedler, W. and Jeltsch, F. and Nathan, R.",Journal of Animal Ecology,10.1111/1365-2656.12898,ft164
es142,p045,c070,s031,Willow warbler,Phylloscopus trochilus,Landbird,M,39,2.4,ICC,0.269,N,NA,Conventional,Arrival_breed,"Milford Common, Surrey",Europe, -0.65,51.166,Breeding,,"Table 2, p. 65",text,Individual consistency in the arrival dates of territorial male Willow Warblers Phylloscopus trochilus,2016,"Lawn, M. R.",Ringing and Migration,10.1080/03078698.2016.1190618,ft071
es143,p045,c071,s031,Willow warbler,Phylloscopus trochilus,Landbird,M,79,2,ICC,0.338,N,NA,Conventional,Arrival_breed,"Milford Common, Surrey",Europe, -0.65,51.166,Breeding,,"Table 2, p. 65",text,Individual consistency in the arrival dates of territorial male Willow Warblers Phylloscopus trochilus,2016,"Lawn, M. R.",Ringing and Migration,10.1080/03078698.2016.1190618,ft071
es144,p045,c072,s031,Willow warbler,Phylloscopus trochilus,Landbird,M,16,2,ICC,0.645,N,NA,Conventional,Arrival_breed,"Milford Common, Surrey",Europe, -0.65,51.166,Breeding,,"Table 2, p. 65",text,Individual consistency in the arrival dates of territorial male Willow Warblers Phylloscopus trochilus,2016,"Lawn, M. R.",Ringing and Migration,10.1080/03078698.2016.1190618,ft071
es145,p046,c073,s017,Wood thrush,Hylocichla mustelina,Landbird,B,8,2,ICC,0.05,N,NA,GLS,Depart_breed,Pennsylvania,North America,-79.89,41.797,Breeding,,"Table 2, p. 4",text,Repeat tracking of individual songbirds reveals consistent migration timing but flexibility in route,2012,"Stanley, C. Q. and MacPherson, M. and Fraser, K. C. and McKinnon, E. A. and Stutchbury, B. J. M.",PLoS ONE,10.1371/journal.pone.0040688,ft117
es146,p046,c073,s017,Wood thrush,Hylocichla mustelina,Landbird,B,9,2,ICC,0.62,N,NA,GLS,Nonbreed_arrival,Pennsylvania,North America,-79.89,41.797,Breeding,,"Table 2, p. 4",text,Repeat tracking of individual songbirds reveals consistent migration timing but flexibility in route,2012,"Stanley, C. Q. and MacPherson, M. and Fraser, K. C. and McKinnon, E. A. and Stutchbury, B. J. M.",PLoS ONE,10.1371/journal.pone.0040688,ft117
es147,p046,c073,s017,Wood thrush,Hylocichla mustelina,Landbird,B,9,2,ICC,0.66,N,NA,GLS,Arrival_breed,Pennsylvania,North America,-79.89,41.797,Breeding,,"Table 2, p. 4",text,Repeat tracking of individual songbirds reveals consistent migration timing but flexibility in route,2012,"Stanley, C. Q. and MacPherson, M. and Fraser, K. C. and McKinnon, E. A. and Stutchbury, B. J. M.",PLoS ONE,10.1371/journal.pone.0040688,ft117
es148,p046,c073,s017,Wood thrush,Hylocichla mustelina,Landbird,B,10,2,ICC,0.71,N,NA,GLS,Nonbreed_depart,Pennsylvania,North America,-79.89,41.797,Breeding,,"Table 2, p. 4",text,Repeat tracking of individual songbirds reveals consistent migration timing but flexibility in route,2012,"Stanley, C. Q. and MacPherson, M. and Fraser, K. C. and McKinnon, E. A. and Stutchbury, B. J. M.",PLoS ONE,10.1371/journal.pone.0040688,ft117
es149,p047,c074,s036,Pied avocet,Recurvirostra avosetta,Waterbird,M,31,2.94,ICC,0.29,N,NA,Conventional,Arrival_breed,"Wadden Sea Coast, Germany",Europe,8.86,54.63,Breeding,,"p. 383, text, results",text,Arrival of Pied Avocets Recurvirostra avosetta at the breeding site: Effects of winter quarters and consequences for reproductive success,2002,"Hotker, H.",Ardea,,ft015
es150,p047,c075,s036,Pied avocet,Recurvirostra avosetta,Waterbird,M,28,3.07,ICC,0.09,N,NA,Conventional,Arrival_breed,"Wadden Sea Coast, Germany",Europe,8.86,54.63,Breeding,,"p. 383, text, results",text,Arrival of Pied Avocets Recurvirostra avosetta at the breeding site: Effects of winter quarters and consequences for reproductive success,2002,"Hotker, H.",Ardea,,ft015
es151,p047,c076,s036,Pied avocet,Recurvirostra avosetta,Waterbird,F,27,2.96,ICC,0.05,N,NA,Conventional,Arrival_breed,"Wadden Sea Coast, Germany",Europe,8.86,54.63,Breeding,,"p. 383, text, results",text,Arrival of Pied Avocets Recurvirostra avosetta at the breeding site: Effects of winter quarters and consequences for reproductive success,2002,"Hotker, H.",Ardea,,ft015
es152,p047,c077,s036,Pied avocet,Recurvirostra avosetta,Waterbird,F,15,2.33,ICC,-0.08,N,NA,Conventional,Arrival_breed,"Wadden Sea Coast, Germany",Europe,8.86,54.63,Breeding,,"p. 383, text, results",text,Arrival of Pied Avocets Recurvirostra avosetta at the breeding site: Effects of winter quarters and consequences for reproductive success,2002,"Hotker, H.",Ardea,,ft015
es153,p048,c078,s021,Relict gull,Larus relictus,Seabird,B,4,3.5,ICC,0.13,N,NA,Satellite,Depart_breed,"Hongjian Nur, China",Not,109.93,39.14,Breeding,,"Table 3, p. 7",text,Seasonal dispersal and longitudinal migration in the Relict Gull Larus relictus across the Inner-Mongolian Plateau,2017,"Liu, D. and Zhang, G. and Jiang, H. and Chen, L. and Meng, D. and Lu, J.",PeerJ,10.7717/peerj.3380,ft125
es154,p048,c078,s021,Relict gull,Larus relictus,Seabird,B,4,3.5,ICC,0.8,N,NA,Satellite,Nonbreed_arrival,"Hongjian Nur, China",Not,109.93,39.14,Breeding,,"Table 3, p. 7",text,Seasonal dispersal and longitudinal migration in the Relict Gull Larus relictus across the Inner-Mongolian Plateau,2017,"Liu, D. and Zhang, G. and Jiang, H. and Chen, L. and Meng, D. and Lu, J.",PeerJ,10.7717/peerj.3380,ft125
es155,p048,c078,s021,Relict gull,Larus relictus,Seabird,B,4,3,ICC,-0.18,N,NA,Satellite,Nonbreed_depart,"Hongjian Nur, China",Not,109.93,39.14,Breeding,,"Table 3, p. 7",text,Seasonal dispersal and longitudinal migration in the Relict Gull Larus relictus across the Inner-Mongolian Plateau,2017,"Liu, D. and Zhang, G. and Jiang, H. and Chen, L. and Meng, D. and Lu, J.",PeerJ,10.7717/peerj.3380,ft125
es156,p048,c078,s021,Relict gull,Larus relictus,Seabird,B,4,3,ICC,-0.01,N,NA,Satellite,Arrival_breed,"Hongjian Nur, China",Not,109.93,39.14,Breeding,,"Table 3, p. 7",text,Seasonal dispersal and longitudinal migration in the Relict Gull Larus relictus across the Inner-Mongolian Plateau,2017,"Liu, D. and Zhang, G. and Jiang, H. and Chen, L. and Meng, D. and Lu, J.",PeerJ,10.7717/peerj.3380,ft125
es157,p049,c079,s042,Black-browed albatross,Thalassarche melanophrys,Seabird,B,22,2,r,-0.07,N,NA,GLS,Depart_breed,"Bird Island, South Georgia",Not,-38.04,-54.006,Breeding,,"p. 2390, text, results",text,Summer distribution and migration of nonbreeding albatrosses: Individual consistencies and implications for conservation,2005,"Phillips, R. A. and Silk, J. R. D. and Croxall, J. P. and Afanasyev, V. and Bennett, V. J.",Ecology,10.1890/04-1885,ft133
es158,p049,c079,s042,Black-browed albatross,Thalassarche melanophrys,Seabird,B,22,2,r,0.5,N,NA,GLS,Arrival_breed,"Bird Island, South Georgia",Not,-38.04,-54.006,Breeding,,"p. 2390, text, results",text,Summer distribution and migration of nonbreeding albatrosses: Individual consistencies and implications for conservation,2005,"Phillips, R. A. and Silk, J. R. D. and Croxall, J. P. and Afanasyev, V. and Bennett, V. J.",Ecology,10.1890/04-1885,ft133
es159,p049,c079,s042,Black-browed albatross,Thalassarche melanophrys,Seabird,B,21,2,r,0.28,N,NA,GLS,Nonbreed_arrival,"Bird Island, South Georgia",Not,-38.04,-54.006,Breeding,,"p. 2390, text, results",text,Summer distribution and migration of nonbreeding albatrosses: Individual consistencies and implications for conservation,2005,"Phillips, R. A. and Silk, J. R. D. and Croxall, J. P. and Afanasyev, V. and Bennett, V. J.",Ecology,10.1890/04-1885,ft133
es160,p049,c079,s042,Black-browed albatross,Thalassarche melanophrys,Seabird,B,21,2,r,0.54,N,NA,GLS,Nonbreed_depart,"Bird Island, South Georgia",Not,-38.04,-54.006,Breeding,,"p. 2390, text, results",text,Summer distribution and migration of nonbreeding albatrosses: Individual consistencies and implications for conservation,2005,"Phillips, R. A. and Silk, J. R. D. and Croxall, J. P. and Afanasyev, V. and Bennett, V. J.",Ecology,10.1890/04-1885,ft133
es161,p050,c080,s004,Turnstone,Arenaria interpres,Waterbird,B,39,2,r,0.744,N,NA,Conventional,Nonbreed_depart,Firth of Clyde,Europe,-4.77,55.63,Non-breeding,,"p. 210, text, Figure 2 legend",text,"Survival, winter population stability and site fidelity in the turnstone aren aria interpres",1985,"Metcalfe, N. B. and Furness, R. W.",Bird Study,10.1080/00063658509476881,ft134
es162,p050,c081,s004,Turnstone,Arenaria interpres,Waterbird,B,32,2,r,0.46,N,NA,Conventional,Nonbreed_depart,Firth of Clyde,Europe,-4.77,55.63,Non-breeding,,"p. 210, text, Figure 3 legend",text,"Survival, winter population stability and site fidelity in the turnstone aren aria interpres",1985,"Metcalfe, N. B. and Furness, R. W.",Bird Study,10.1080/00063658509476881,ft134
es163,p051,c082,s015,Whooping crane,Grus americana,Waterbird,B,23,4.4,ICC,0.48,Y,"Age, social status",Satellite,Depart_breed,Wood Buffalo National Park of Canada (breeding) and wintering sites along the Texas Gulf Coast,North America,-113.24,59.3,both?,,"p. 6, text, results",text,Heterogeneity in migration strategies of Whooping Cranes,2019,"Pearse, A. T. and Metzger, K. L. and Brandt, D. A. and Bidwell, M. T. and Harner, M. J. and Baasch, D. M. and Harrell, W.",Condor,10.1093/condor/duz056,ft063
es164,p051,c082,s015,Whooping crane,Grus americana,Waterbird,B,27,4.4,ICC,0.17,Y,"Age, social status",Satellite,Nonbreed_arrival,Wood Buffalo National Park of Canada (breeding) and wintering sites along the Texas Gulf Coast,North America,-113.24,59.3,both?,,"p. 6, text, results",text,Heterogeneity in migration strategies of Whooping Cranes,2019,"Pearse, A. T. and Metzger, K. L. and Brandt, D. A. and Bidwell, M. T. and Harner, M. J. and Baasch, D. M. and Harrell, W.",Condor,10.1093/condor/duz056,ft063
es165,p051,c082,s015,Whooping crane,Grus americana,Waterbird,B,30,4.1,ICC,0.41,Y,"Age, social status",Satellite,Nonbreed_depart,Wood Buffalo National Park of Canada (breeding) and wintering sites along the Texas Gulf Coast,North America,-113.24,59.3,both?,,"p. 6, text, results",text,Heterogeneity in migration strategies of Whooping Cranes,2019,"Pearse, A. T. and Metzger, K. L. and Brandt, D. A. and Bidwell, M. T. and Harner, M. J. and Baasch, D. M. and Harrell, W.",Condor,10.1093/condor/duz056,ft063
es166,p051,c082,s015,Whooping crane,Grus americana,Waterbird,B,27,4.5,ICC,0.25,Y,"Age, social status",Satellite,Arrival_breed,Wood Buffalo National Park of Canada (breeding) and wintering sites along the Texas Gulf Coast,North America,-113.24,59.3,both?,,"p. 6, text, results",text,Heterogeneity in migration strategies of Whooping Cranes,2019,"Pearse, A. T. and Metzger, K. L. and Brandt, D. A. and Bidwell, M. T. and Harner, M. J. and Baasch, D. M. and Harrell, W.",Condor,10.1093/condor/duz056,ft063
es167,p052,c083,s019,Lesser black-backed gull,Larus fuscus,Seabird,B,81,2.85,ICC,0.51,Y,"Migration distance (fixed), colony and individual (random)",Satellite,Depart_breed,"eight colonies in the Netherlands, Belgium and the UK",Europe,3.18,51.3,Breeding,,"p. 6, text, results",text,Long-distance migrants vary migratory behaviour as much as short-distance migrants: An individual-level comparison from a seabird species with diverse migration strategies,2021,"Brown, J. M. and van Loon, E. E. and Bouten, W. and Camphuysen, K. C. J. and Lens, L. and Muller, W. and Thaxter, C. B. and Shamoun-Baranes, J.",Journal of Animal Ecology,10.1111/1365-2656.13431,ft095
es168,p052,c083,s019,Lesser black-backed gull,Larus fuscus,Seabird,B,80,2.86,ICC,0.77,Y,"Migration distance (fixed), colony and individual (random)",Satellite,Nonbreed_arrival,"eight colonies in the Netherlands, Belgium and the UK",Europe,3.18,51.3,Breeding,,"p. 6, text, results",text,Long-distance migrants vary migratory behaviour as much as short-distance migrants: An individual-level comparison from a seabird species with diverse migration strategies,2021,"Brown, J. M. and van Loon, E. E. and Bouten, W. and Camphuysen, K. C. J. and Lens, L. and Muller, W. and Thaxter, C. B. and Shamoun-Baranes, J.",Journal of Animal Ecology,10.1111/1365-2656.13431,ft095
es169,p052,c083,s019,Lesser black-backed gull,Larus fuscus,Seabird,B,82,2.84,ICC,0.58,Y,"Migration distance (fixed), colony and individual (random)",Satellite,Nonbreed_depart,"eight colonies in the Netherlands, Belgium and the UK",Europe,3.18,51.3,Breeding,,"p. 6, text, results",text,Long-distance migrants vary migratory behaviour as much as short-distance migrants: An individual-level comparison from a seabird species with diverse migration strategies,2021,"Brown, J. M. and van Loon, E. E. and Bouten, W. and Camphuysen, K. C. J. and Lens, L. and Muller, W. and Thaxter, C. B. and Shamoun-Baranes, J.",Journal of Animal Ecology,10.1111/1365-2656.13431,ft095
es170,p052,c083,s019,Lesser black-backed gull,Larus fuscus,Seabird,B,82,2.84,ICC,0.57,Y,"Migration distance (fixed), colony and individual (random)",Satellite,Arrival_breed,"eight colonies in the Netherlands, Belgium and the UK",Europe,3.18,51.3,Breeding,,"p. 6, text, results",text,Long-distance migrants vary migratory behaviour as much as short-distance migrants: An individual-level comparison from a seabird species with diverse migration strategies,2021,"Brown, J. M. and van Loon, E. E. and Bouten, W. and Camphuysen, K. C. J. and Lens, L. and Muller, W. and Thaxter, C. B. and Shamoun-Baranes, J.",Journal of Animal Ecology,10.1111/1365-2656.13431,ft095
es171,p053,c084,s040,Common eider,Somateria mollissima,Waterbird,F,24,2.75,ICC,0.524,N,NA,GLS,Nonbreed_depart,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
es172,p053,c085,s040,Common eider,Somateria mollissima,Waterbird,F,6,2.5,ICC,0.54,N,NA,GLS,Nonbreed_depart,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
es173,p053,c084,s040,Common eider,Somateria mollissima,Waterbird,F,24,2.75,ICC,0.539,Y,Breeding success,GLS,Nonbreed_arrival,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
es174,p053,c085,s040,Common eider,Somateria mollissima,Waterbird,F,6,2.5,ICC,0.744,Y,Breeding success,GLS,Nonbreed_arrival,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
es175,p053,c086,s040,Common eider,Somateria mollissima,Waterbird,F,30,2.7,ICC,0.535,N,NA,GLS,Nonbreed_depart,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
es176,p053,c086,s040,Common eider,Somateria mollissima,Waterbird,F,30,2.7,ICC,0.644,Y,Breeding success,GLS,Nonbreed_arrival,"Kongsfjorden in Svalbard (79°N, 12°E) ",Europe,11.88,79.03,Breeding,,"p. 9, text, results",text,Repeatability and Flexibility in the Migration Strategies of an Arctic Seabird,2016,"Bjorn, N.",MSc thesis,,ft166
